epoch opt_elaps                    f          norm_g
0.00      0.00    0.6931471805999694    4.970959e-01
2.00   8006.00    0.1339518500336753    1.175529e-01
3.00  11998.76    0.0526729247295560    4.037527e-02
4.00  15991.27    0.0273915510998397    1.406790e-02
5.00  19983.24    0.0184712825919412    4.954514e-03
6.00  23975.17    0.0143988436131095    2.169818e-03
7.00  27967.08    0.0125033045228507    1.051051e-03
8.00  31958.91    0.0118543138802042    3.822213e-04
9.00  35950.92    0.0117231128473122    8.834110e-05
